key,title,veredict,code,reason
PN9K346X,Wordcloud: detecting mobile malware with deep learning and word of cloud,,,
QP5NI5GX,Building society 5.0: a foundation for decision-making based on open models and,,,
QXNC9DXQ,Impact of portable executable header features on malware detection燗ccuracy,,,
Q6B6ASJC,MalGEA: a malware analysis framework via matrix factorization based node embeddi,,,
PQU75VPJ,Evolving malware detection through instant dynamic graph inverse reinforcement l,,,
QKWCNRDV,Collision course detection for personal watercrafts using models based on recurr,,,
PGGFB9X4,MLAF-VD: a vulnerability detection model based on multi-level abstract features,,,
QZZP29N6,Named entity recognition based on anchor span for manufacturing knowledge extrac,,,
QZ3MUCHF,Use of artificial intelligence in soybean breeding and production,,,
R7C2K7HZ,A novel approach for application classification with encrypted traffic using BER,,,
PKC8CZM4,A systematic review of data fusion techniques for optimized structural health mo,,,
PNEGFQKV,Cultivating security culture for information security success: a mixed-methods s,,,
QKH35KW2,Allocating distributed AI/ML applications to cloud–edge continuum based on priva,,,
Q7F9IDTU,"Algorithmic solutions, subjectivity and decision errors: a study of AI accountab",,,
REZ9F7R8,A cyberpunk 2077 perspective on the prediction and understanding of future techn,,,
R5775SRT,A review on security implementations in soft-processors for IoT applications,,,
QAU64VPJ,An overview of blockchain research and future agenda: insights from structural t,,,
RC2IEHHM,Computational analysis of information disorder in cognitive warfare,,,
Q5Z9QBZD,Sensitive target-guided directed fuzzing for IoT web services,,,
R353GXQZ,Navigating the muddy waters of bias in artificial intelligence research: underst,,,
PHHW758X,DeepVATS: deep visual analytics for time series,,,
PZ7TKKBS,Run time dynamic digital twins and dynamic digital twins networks,,,
Q2S32N23,Blockchain-assisted explainable decision traces (BAXDT): an approach for transpa,,,
QVUWECSX,Half a century of information processing & management: a bibliometric retrospect,,,
Q8RAWVFJ,A new perspective on precursors and rare events from a systematic review,,,
Q659NBEH,Navigating parasitic strategy,,,
QDQDA3BV,RaxCS: towards cross-language code summarization with contrastive pre-training a,,,
RF65JR3N,Knowledge graph and mitigation measures recommendation for safety hazards in lar,,,
QWG2ZDQB,FMG-locator: fusion SegFormer with facial mask guidance for multi-person forgery,,,
Q7W2AERJ,Transforming towards AI-augmented healthcare: experiences of physicians in Swede,,,
QTWM9GB3,A collaborative deep learning microservice for backdoor defenses in industrial I,,,
QRAXAU3V,AI governance on young consumers in higher education: a content analysis of poli,,,
PTRETZ28,Enabling self-approaching optimization of home energy management system through,,,
QJN94KTG,Beyond human-in-the-loop: sensemaking between artificial intelligence and human,,,
PGN626UA,"Social media mining under the COVID-19 context: progress, challenges, and opport",,,
Q7M2GV3H,INOR—an intelligent noise reduction method to defend against adversarial audio e,,,
PU4EC8I4,Capturing institutional logics and the construction of digital technologies: a m,,,
R5IV68G2,"Intelligent manufacturing, media attention, and sustainable development performa",,,
NSU7SI3F,Adaptive diffusion markov-enhanced GCN with LLM explanations for IoT attack dete,,,
MZZWVN2Z,Security concerns for large language models: a survey,,,
MXCUHQX8,Large language model-assisted digital twin for remote monitoring and control of,,,
PG6IHWCP,Red teaming large language models: a comprehensive review and critical analysis,,,
NGGP5Q7X,Transforming cybersecurity with agentic AI to combat emerging cyber threats,,,
PB76AWE9,Hyper attack graph: constructing a hypergraph for cyber threat intelligence anal,,,
NNCB3ZZ2,A large language model-based platform for real-time building monitoring and occu,,,
P77IWCKA,Enhancing user information disclosure intention in dynamic conversations of inte,,,
NM7KS85H,A novel hybrid cybersecurity assessment methodology for HTTPS deployment,,,
PDR9I64X,An LLM-guided SD-LDM digital twin construction strategy (LSDT) for multi-industr,,,
N65RQGBT,An explainable framework for assisting the detection of AI-generated textual con,,,
P383P7FZ,Proactive safety reasoning in human-robot collaboration in disassembly through L,,,
NDP5QDF6,FLADEN: federated learning for anomaly DEtection in IoT networks,,,
PEHIV7WA,A robust cross-domain IDS using BiGRU-LSTM-attention for medical and industrial,,,
P2I665IE,Harnessing collective intelligence of multi-agent LLM systems for sensor failure,,,
P5EW92DF,Toward efficient vibe coding: an LLM-based agent for low-code software developme,,,
NHWNWW72,A machine learning approach for detecting cybersecurity vulnerabilities in the i,,,
MXWHRAE7,Automatic assertion generation with LLM for ICS program verification,,,
NDJH2IGC,Human-guided collective LLM intelligence for strategic planning via two-stage in,,,
NASWHR9E,Artificial intelligence for cybersecurity: literature review and future research,,,
PD6E37MK,A comprehensive survey on AI-enabled secure social industrial internet of things,,,
PEUIGU57,"Securing the metaverse: machine learning–based perspectives on risk, trust, and",,,
NZWIKQS8,"Toxicity in online platforms and AI systems: a survey of needs, challenges, miti",,,
N7HXUBQ2,AI can be cyberbullying perpetrators: investigating individuals’ perceptions and,,,
NST28U4R,"Indicators of employee phishing email behaviours: intuition, elaboration, attent",,,
NAB8JXJN,MambaAD: multivariate time series anomaly detection in IoT via multi-view mamba,,,
N72WQINE,Enhanced phishing detection using multimodal data,,,
NVDE5NXF,Energy-efficient and secure digital learning using the GAIA green AI analytics f,,,
NPRT82WA,CDA.AI for OpenCDA: AI pathways for cooperative driving automation research,,,
NP7VSHP3,Industrial large models as carriers for malicious payloads: a fast and robust ap,,,
NZQ3CEE3,The metaverse: privacy and information security risks,,,
P99F6T9G,Deep learning and pre-training technology for encrypted traffic classification:,,,
N53UM4EH,A big data architecture for early identification and categorization of dark web,,,
N9X4GM34,Research on SQL injection detection technology based on content matching and dee,,,
PGBFTR76,Frequency adaptive enhancement and multi-view feature fusion for image manipulat,,,
N5ZIZXKQ,Prompting GPT –4 to support automatic safety case generation,,,
P7IU9GQF,MTRC: a self-supervised network intrusion detection framework based on multiple,,,
NMX9I346,Comparative analysis of machine learning algorithms for email phishing detection,,,
NWQ4FRZE,The cyber-industrialization of catfishing and romance fraud,,,
P5BW3FFH,On resource consumption of machine learning in communications network security,,,
PDW93HRJ,A software vulnerability detection method based on multi-modality with unified p,,,
NFVISQV9,Enhancing cyberbullying identification with ELECTRA-BiLSTM: a hybrid approach fo,,,
PAW5JN5Z,Emotion and phrase-based patterns in smishing: a feature-driven detection framew,,,
NX8EAESE,Malicious encrypted traffic detection method based on multi-granularity represen,,,
NWF6TND9,Blockchain-enabled dynamic honeypot conversion for resource-efficient IoT securi,,,
P5TQ8VF2,Detection of malicious javascript on an imbalanced dataset,,,
PB4QQU39,Future themes in regulating artificial intelligence in investment management,,,
NM3NNCW7,Semantic-based defense mechanism for ai model networks using rich semantic ident,,,
NQ9SNAIW,Adversarial measurements for convolutional neural network-based energy theft det,,,
N4Q7UXMK,"Generative AI: opportunities, challenges, and research directions for supply cha",,,
N9SQUNE7,Assessing health students' attitudes and usage of ChatGPT in Jordan: validation,,,
NDUCCK2I,Cyberbullying detection of resource constrained language from social media using,,,
PFCHT8CC,PSI-rooted subgraph: a novel feature for IoT botnet detection using classifier a,,,
NC2PKMEV,Preparedness of european pediatric oncologists to integrate AI in the clinical r,,,
P4HZBW2H,AI-generated SWOT analysis of emerging technologies in air transportation: poten,,,
N8RNV5BX,MPSAutodetect: a malicious powershell script detection model based on stacked de,,,
N8VJKMFJ,"Unveiling the microservices testing methods, challenges, solutions, and solution",,,
NVXMG6HW,AI vs linguistic-based human judgement: bridging the gap in pursuit of truth for,,,
PFT84UBJ,Self-driving laboratories with artificial intelligence: an overview of process s,,,
NUIXN8UX,Architecture for data-centric and semantic-enhanced industrial metaverse: bridgi,,,
PEKJZ586,Fostering security-related citizenship through the employee-supervisor relations,,,
N9A3AUAN,"ETHICS of AI adoption and deployment in health care: progress, challenges, and n",,,
NUGGX64D,CMCPS: a model copyright protection scheme based on cohen's kappa statistic,,,
P4FQEAPS,Benchmarking of synthetic network data: reviewing challenges and approaches,,,
NKKQ9NQZ,Online social network individual depression detection using a multitask heteroge,,,
NN5UEG4Z,Preparing educational leaders for the age of AI: lessons from a graduate course,,,
P5B5I7U6,Interpretability research of deep learning: a literature survey,,,
PEUUVQQM,Research on cooperative control model of power grid equipment manufacturing qual,,,
N839MTSI,AlexNet architecture based convolutional neural network for toxic comments class,,,
N3B4IR3B,"Understanding the impact of ChatGPT on tourism and hospitality: trends, prospect",,,
NU8KU8U5,HyperLAC: hypergraph-based large-scale alert classification with spatial-tempora,,,
NHP8NQCU,DESIGN and be SMART: eleven engineering challenges to achieve sustainable air tr,,,
N2K27TQR,"Human–robot collaboration in construction: robot design, perception and interact",,,
NEQSZNMG,Enhancing healthcare in Africa using statistical learning: applications and oppo,,,
NWA25DFB,A hybrid model for building energy consumption forecasting using long short term,,,
P74XXXHG,"AI-powered marketing: what, where, and how?",,,
N8QIAR2G,Does bigger still mean better? How digital transformation affects the market sha,,,
N2KMEZ8S,"Connecting the dots in trustworthy artificial intelligence: from AI principles,",,,
P48656TU,The search for AI value: the role of complexity in human-AI engagement in the fi,,,
PAZVXTUD,"CLEHTO — a multi-layered algorithm for secure, adaptive data transmission in IoT",,,
P7HWQH6K,A predictive maintenance application for a robot cell using LSTM model,,,
PFUKURMA,Automated program repair for variability bugs in software product line systems,,,
RUSERRQN,Evaluating three large language models for security incident detection and analy,,,
T447HGWG,LLM-TIKG: threat intelligence knowledge graph construction utilizing large langu,,,
SZBEI9QG,volGPT: evaluation on triaging ransomware process in memory forensics with large,,,
SVTU9CQ6,Generative AI in minimizing cyber-attacks: developing the vehicular threat intel,,,
RFW8DM4X,Golden jackal driven optimization for a transparent and interpretable intrusion,,,
T2ZDXBSG,Considerations for adapting higher education technology courses for AI large lan,,,
RHSEPV9K,A comprehensive survey on integrating large language models with knowledge-based,,,
T4G6TAFG,KnowCTI: knowledge-based cyber threat intelligence entity and relation extractio,,,
S2C9TIPW,Vulcan: automatic extraction and analysis of cyber threat intelligence from unst,,,
RKWVEP3Z,LSPR23: a novel IDS dataset from the largest live-fire cybersecurity exercise,,,
RI8FVFKV,Application of a digital intelligent assistant to support industrial processes:,,,
T3R2DZVU,A novel LLM-based classifier for predicting bug-fixing time in bug tracking syst,,,
S4HXRK3J,Parallelized derivation algorithm for anomaly detection in internet of things en,,,
RIMJNQMK,Collaborative anomaly detection in log data: comparative analysis and evaluation,,,
RG9IST8H,"UAV leveraging GenAI/LLMs, a brief survey",,,
RKMEBQJE,Proactive threat detection in enterprise systems using wazuh: a MITRE ATT&CK eva,,,
RWXZQM4B,Cybersecurity in the age of generative AI: a systematic taxonomy of AI-powered v,,,
RW5DVR8D,Anomaly diagnosis of connected autonomous vehicles: a survey,,,
SUNQ34P9,A step-by-step definition of a reference architecture for cyber ranges,,,
SEPGQ7FP,Fuzzing drones for anomaly detection: a systematic literature review,,,
SSH44MX6,Sociotechnical cybersecurity framework for securing health care from vulnerabili,,,
SG384AS8,Log-based anomaly detection of system logs using graph neural network,,,
S8SPRU42,"Your forensic AI-assistant, SERENA: systematic extraction and reconstruction for",,,
RH7SVPRJ,Guiding cybersecurity compliance: an ontology for the NIS 2 directive,,,
S5V968IQ,Innovative AI strategies for enhancing smart building operations through digital,,,
SD6JJTQJ,Generative AI for transportation safety and resilience: a comprehensive review f,,,
SCTGAGGC,MMEF-SSCT: a novel multidimensional and multi-level comprehensive evaluation fra,,,
RWH53I7Z,A novel cross-domain adaptation framework for unsupervised criminal jargon detec,,,
SKZ9AMUH,"Advancing autonomous driving system testing: demands, challenges, and future dir",,,
SV555WQH,PSC-BERT: a spam identification and classification algorithm via prompt learning,,,
RNBE9RSA,"Artificial intelligence (AI): foundations, trends and future directions",,,
RTS4UQTV,"Self-diagnosis service to support analysis of production performance, monitoring",,,
SD2M5SSW,Anomaly detection in electronic invoice systems based on machine learning,,,
S8R5EWII,Improving deep learning with prior knowledge and cognitive models: a survey on e,,,
RMPTU5E9,Context-aware embeddings for robust multiclass fraudulent URL detection in onlin,,,
SI6FQIKW,Critical meter identification and network embedding based attack detection for p,,,
RQ6RCPH2,Into the next generation of digital protection: AI resiliency as a public respon,,,
RHZDXQXE,Q-FlexiViT: a quantum-flexible vision transformer optimized by octopus-inspired,,,
T4MN6T45,Federated learning: a cutting-edge survey of the latest advancements and applica,,,
S5E22CD4,Epidemic effects in the diffusion of emerging digital technologies: evidence fro,,,
SATFQ536,Towards explainable fake news detection and automated content credibility assess,,,
S879INF5,Multi-stage self-training social bot detection based on graph neural network,,,
SXAFMSN2,An ensemble of pre-trained transformer models for imbalanced multiclass malware,,,
S234MV6H,SLIFER: investigating performance and robustness of malware detection pipelines,,,
S4AD6FIN,Log2Evt: constructing high-level events for IoT systems through log-code executi,,,
RJGPVP6X,Cyberbullying sexism harassment identification by metaheurustics-tuned eXtreme g,,,
RM5W3DZC,SIDiLDNG: a similarity-based intrusion detection system using improved levenshte,,,
SVZDCKVX,OptAML: optimized adversarial machine learning on water treatment and distributi,,,
RHXAQ4U3,A mathematical model of a novel proportional control scheme for mitigating DDoS,,,
T6K3WIIB,Context2Vector: accelerating security event triage via context representation le,,,
T6BTK3Q9,High interest but low adoption: navigating organizations’ journey towards genera,,,
RK5UXI2M,Detection cyberbullying using AI and sentiment analysis to examine psychological,,,
SFH7N5SQ,TaskComplexity: a dataset for task complexity classification with In-context lea,,,
RGN3U9BV,SOLVE-IT: a proposed digital forensic knowledge base inspired by MITRE ATT&CK,,,
ST83VI3H,Q-omni: a quantum computing and GPT-4o solution for camel-vehicle collisions,,,
SE3USMIU,Charting the ChatGPT landscape: insights from academic discourse on Twitter,,,
RR4B9BWF,Future manufacturing with AI-driven particle vision analysis in the microscopic,,,
SFHIRQAB,Vision-based extraction of industrial information from legacy programmable logic,,,
RWJD37IU,Shaping the future of nuclear reactors with digital twins: current developments,,,
SD7FQFEH,DSCAPS: a decentralized smart contract auditing platform based on sidechain,,,
S3TKQCQD,"Exploring harmony search for power system optimization: applications, formulatio",,,
S2RUH55R,RecMaL: rectify the malware family label via hybrid analysis,,,
SKS8JKBQ,The enabling technologies for digitalization in the chemical process industry,,,
RZ9J5HZM,Architectural tactics in software architecture: a systematic mapping study,,,
RF6GN2TD,A knowledge graph-driven framework of multi-stakeholder synergistic operation an,,,
RW5J5X93,Reinforcement learning based deep fuzzy hierarchical clustering to generate pers,,,
S47P93KI,A novel hybrid liquid neural network with time dependent neuromorphic and transf,,,
SK9J8X52,A design framework for operationalizing trustworthy artificial intelligence in h,,,
RSVITTUG,Artificial intelligence for human flourishing – beyond principles for machine le,,,
SXT86T27,A survey on versatile embedded machine learning hardware acceleration,,,
S9HT9ZCE,"Generative AI in banking: empirical insights on integration, challenges and oppo",,,
S2R23GBF,PQCAIE: post quantum cryptographic authentication scheme for IoT-based e-health,,,
SZZI3JD7,Patient health record protection beyond the health insurance portability and acc,,,
RR5ZU46K,"Artificial intelligence, human vulnerability and multi-level resilience",,,
S5EUIGPU,Definition and implementation of the cloud infrastructure for the integration of,,,
RTRKIXS5,Exploring the impact of the COVID-19 pandemic on Twitter in Japan: qualitative a,,,
SWAU64SX,Research on visual operation and maintenance platform of accelerator neutron sou,,,
SP7HUCWH,A comprehensive survey of research towards AI-enabled unmanned aerial systems in,,,
S7KM6SC6,A survey on uncertainty reasoning and quantification in belief theory and its ap,,,
VTBK5PHX,Pirate-GPT: a locally deployed large language model framework for reliable offli,,,
VTH9A9VZ,"Enabling real-time, explainable DDoS mitigation via on-premise large language mo",,,
V8RRTKSJ,Java source code vulnerability detection using large language model,,,
VJHK8AHH,Identification and categorization of the top 100 articles and the future of larg,,,
VZG54NRK,A comparative benchmark study of LLM-based threat elicitation tools,,,
WHWC3VFF,Leveraging large language models for malware detection through PE header and lib,,,
V5Z8IKJA,Mapping the research landscape of large language models from 2018 to 2024: a bib,,,
WARK7KDA,CyberRAG: an agentic RAG cyber attack classification and reporting tool,,,
W4V7SCTV,Large language model-based interpretable machine learning control in building en,,,
V2G3FJW7,Cybersecurity in smart microgrids using blockchain-federated learning and quantu,,,
WJ3X97KM,Threat hunting for adversary impact inhibiting system recovery,,,
UZZHQ6EJ,"Modelling cybersecurity environment using lotka-volterra equations, and its stoc",,,
VE6JHA79,Continuous multi-task pre-training for malicious URL detection and webpage class,,,
W8XKTJGF,StreamVAD: a streaming framework with progressive context integration for multi-,,,
UXC8QAPT,The evolution of cybersecurity in self-driving cars: insights from bibliometric,,,
V6JPFWKZ,Few-VulD: a few-shot learning framework for software vulnerability detection,,,
VDXDDRQJ,Survey of cybersecurity in smart grids protocols and datasets,,,
WIHVK9QA,Silent emissions: the cyber-infrastructure environmental impacts of autonomous v,,,
W9V88KTI,DualAttlog: context aware dual attention networks for log-based anomaly detectio,,,
VUMFF4GZ,Experiences and challenges from a software ecosystem for cyber–physical systems,,,
VRTGR6QC,MAGNet: a multimodal knowledge-augmented graph network for early-stage misinform,,,
UXT97KF9,Toward human-centric coal mine auxiliary operations in industry 5.0: an XR-based,,,
VRX8RMPH,Classification and application of deep learning in construction engineering and,,,
VI4RG2GI,APT-ATT: an efficient APT attribution model based on heterogeneous threat intell,,,
VA5ATWP7,Copula entropy regularization transformer with C 2 variational autoencoder and f,,,
VMUUDC9Z,AI for science: covert cyberattacks on energy storage systems,,,
VVIPAU6N,Zero day ransomware detection with pulse: function classification with transform,,,
VA6N3QUZ,DBWE-corbat: background network traffic generation using dynamic word embedding,,,
W2MKABQZ,Automatic code generation based on abstract syntax-based encoding. Application o,,,
W96T62JV,Image-based intrusion detection system for GPS spoofing cyberattacks in unmanned,,,
W4G55Q2F,IoT-PRIDS: leveraging packet representations for intrusion detection in IoT netw,,,
V6KVMAPZ,Cracks in the chain: a technical analysis of real-life supply chain security inc,,,
WJDDQ4IS,bjCnet: a contrastive learning-based framework for software defect prediction,,,
VP6TQ6GK,Phishing email detection using vector similarity search leveraging transformer-b,,,
VXP7837N,"Chemical, biological, radiological and nuclear event detection and classificatio",,,
V8BM5C7R,From the past to the present: a social bot detection method based on spatio-temp,,,
W7I2ESZ9,P3Fed: a personalized and privacy-preserving federated framework for intrusion d,,,
VDWAXZQE,Fraud detection at eBay,,,
VNI23PFA,Double layer blockchain-assisted trusted data flow model for industrial control,,,
UXIRT2EI,Dynamic network intrusion detection model based on transformer and adversarial a,,,
WAI5S9XN,An evaluation framework for network IDS/IPS datasets: leveraging MITRE ATT&CK an,,,
VP3WUB27,A uniform assessment of host-based intrusion detection data sets,,,
WJSDMSHB,The psychological manipulation of phishing emails: a cognitive bias approach,,,
VDJ6BKU4,Privacy and security vulnerabilities in edge intelligence: an analysis and count,,,
WCW95PBN,An exploration method for technology forecasting that combines link prediction w,,,
W559JH5W,Cognitive systems and interoperability in the enterprise: a systematic literatur,,,
VT9K48XK,AI and employee wellbeing in the workplace: an empirical study,,,
UWMBISNA,Enabling human–CPS cognitive interoperability: cognitive architectures as techno,,,
W9XKZITX,Using generative AI in supply chain management: how and how not?,,,
WF7H6FGV,An optimization-based deep belief network for the detection of phishing e-mails,,,
V9GX9W4Z,AttackTracer: semantic-level adversarial attack location traceability via eviden,,,
WG9JRIUR,Directed grey box fuzzy testing for power terminal device firmware with intermed,,,
WKBVS4DF,SankeyVis: visualizing active relationship from emails based on multiple dimensi,,,
UZXTUMMC,"IoT systems testing: taxonomy, empirical findings, and recommendations",,,
VN2TU8C4,Enimanal: augmented cross-architecture IoT malware analysis using graph neural n,,,
W4NVIGD3,The role of automated planning in battle management systems for military tactics,,,
VBVUWD5A,Digital twinning for smart restoration of classic cars,,,
W9FRN3S5,Automated event extraction of CVE descriptions,,,
V9TC98IV,ODL-BCI: optimal deep learning model for brain-computer interface to classify st,,,
WBHXVA3Z,Advancing fault diagnosis in industrial systems: the power of V-nets for managin,,,
V8NHRGZD,Measuring privacy policy compliance in the alexa ecosystem: In-depth analysis,,,
VR2B733M,Machine learning at the edge to improve in-field safeguards inspections,,,
VXUMEM5P,Data-driven construction project risk causal network: integration of ensemble ca,,,
WH72VWI7,Patent litigation and narrative R&D disclosures: evidence from the adoption of a,,,
W2DRS7NF,A data-driven hybrid framework for analyzing vessel detentions in Australia,,,
UZ4V5KI3,Enabling innovation with big data analytics capabilities: the moderating role of,,,
WH4CWNGP,Modification and use of a machine learning algorithm to the Z-SEP clustering in,,,
W6RE23Q7,Overview: application status and prospects of digital twin technology in mechani,,,
VU6DZARK,Multi-objective optimization collaborating with deep reinforcement learning: adv,,,
VUN5ED9E,The impact of artificial intelligence and industry 4.0 on transforming accountin,,,
W4CXA48X,Privacy preservation in federated learning: an insightful survey from the GDPR p,,,
W3IC5493,Towards an integrative model of organizational human-AI collaboration: a semi-sy,,,
W7EIK4JR,An explainable big transfer learning approach for IoT-based safety management in,,,
VV5HJ9CZ,Enhancing personalization in IoT-based health monitoring via generative AI and t,,,
WII4NQK5,Sharing runtime permission issues for developers based on similar-app review min,,,
VQSF2PJ3,Role of ethics in developing AI-based applications in medicine: insights from ex,,,
VRHHQW8P,HL-DPoS: an enhanced anti-long-range attack DPoS algorithm,,,
UJE2RFHX,SpearBot: leveraging large language models in a generative-critique framework fo,,,
TN2IQH8Z,CyberLLaMA: a fine-tuned large language model for cybersecurity named entity rec,,,
TNE74B6N,An adaptive intrusion detection system for the internet of things using large la,,,
T6MDF4KR,SynthCTI: LLM-driven synthetic CTI generation to enhance MITRE technique mapping,,,
U83N97TM,A novel system for strengthening security in large language models against hallu,,,
T9I4HC9D,"The three sides of the moon LLMs in cybersecurity: guardians, enablers and targe",,,
U4XJPTR3,"Integrative innovation of large language models in industries: technologies, app",,,
TT96N6NF,"Security of LLM-based agents regarding attacks, defenses, and applications: a co",,,
TS9QU5FA,Exploring and mitigating fawning hallucinations in large language models,,,
TUWV8MIJ,A large language model-based building operation and maintenance information quer,,,
UKG5HEW9,Vul-LMGNNs: fusing language models and online-distilled graph neural networks fo,,,
UCIEFZAH,A novel feature integration and entity boundary detection for named entity recog,,,
USGWNHZV,A novel approach for software vulnerability detection based on ensemble learning,,,
TFNJWEMB,Cybersecurity of distributed energy resource systems in the smart grid: a survey,,,
TPH2PTUR,Tensor networks for explainable machine learning in cybersecurity,,,
U789FPK7,Textual adversarial attacks in cybersecurity named entity recognition,,,
UAFZV892,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern",,,
UW3DWDPU,"Multi-level fine-tuning, data augmentation, and few-shot learning for specialize",,,
UCIUE5IF,Neurosymbolic learning and domain knowledge-driven explainable AI for enhanced I,,,
URFKPA9U,Multi-tier linguistic and emotional modeling for cyberbullying detection in tami,,,
US9HVHCX,Explainable AI and random forest based reliable intrusion detection system,,,
T947V9VW,A.I. assisted malware capabilities capturing,,,
U486CUBJ,Offloading-verified framework for adversary detection and mitigation in IoT,,,
THDUCDEA,Unveiling shadows: a comprehensive framework for insider threat detection based,,,
TJ6SFUWE,"ChatGPT for digital forensic investigation: the good, the bad, and the unknown",,,
U5JGH7NE,Foundation models and transformers for anomaly detection: a survey,,,
UQDZ7KJG,Digital twins-enabled zero touch network: a smart contract and explainable AI in,,,
TND84NJ4,Vulnerability detection through machine learning-based fuzzing: a systematic rev,,,
U93FNUV6,NN2ViT: neural networks and vision transformers based approach for visual anomal,,,
UJS9VQPW,Detection of violence incitation expressions in urdu tweets using convolutional,,,
TBWZ97KT,Botnet DGA domain name classification using transformer network with hybrid embe,,,
UKZF8K9F,Coding style matters: scalable and efficient identification of memory management,,,
URS935SI,Human-understandable explanation for software vulnerability prediction,,,
UTUC5UVP,ScamGen: unveiling psychological patterns in tele-scam through advanced template,,,
U6K2ZF3W,Blockchain-based auditing of legal decisions supported by explainable AI and gen,,,
TWMF8ECG,A novel framework for effective phishing URL detection using an LSTM-based siame,,,
U73T22H9,Opinion paper: “so what if ChatGPT wrote it?” multidisciplinary perspectives on,,,
UEZ6SQEN,A fine-grained framework for online IoT device firmware identification via versi,,,
TWFCDDXG,Securing inclusive digital environments: an adaptive approach to ISO 27001 for a,,,
TVQQICPF,Automated threat attack categorisation into cloud service models,,,
UDW5HD9T,Explainable malware detection through integrated graph reduction and learning te,,,
UKZKP7RJ,Efficient malware detection using NLP and deep learning model,,,
UHU7RINC,TransURL: improving malicious URL detection with multi-layer transformer encodin,,,
UFD59QMV,Network intrusion detection based on n-gram frequency and time-aware transformer,,,
TZ9BJKFA,E-WebGuard: enhanced neural architectures for precision web attack detection,,,
UJBNUQ99,ALBERT-BiLSTM cross-attention network with progressive knowledge distillation fo,,,
UGGZZJVI,Evaluating the substitutability of generative AI-generated faces in biometric ap,,,
TWXKQRNE,Future of humanity in an artificial intelligence centric world,,,
UMDDFH6N,Human factors in phishing: understanding susceptibility and resilience,,,
U8M7WPZT,"Survey on explainable AI: techniques, challenges and open issues",,,
UE738ICF,A vulnerability detection framework by focusing on critical execution paths,,,
TM4XDPVQ,Do not get fooled: defense against the one-pixel attack to protect IoT-enabled d,,,
T7ZC9IT9,Machine learning and internet of things in industry 4.0: a review,,,
UNRMPFCF,Bolstering biosecurity amid the biotechnology revolution,,,
TMMQNSX5,AutoSeg: automatic micro-segmentation policy generation via configuration analys,,,
U7EQ343C,Adversarial machine learning in industry: a systematic literature review,,,
UAP2SBT2,"Hello me, meet the real me: voice synthesis attacks on voice assistants",,,
TFHKUGVK,GreenBERT: a lightweight green transformer for automated prediction of software,,,
TI4E63B3,Unpacking digital transformation – constructing a framework based on industry us,,,
TRFNH5VJ,Towards understanding the role of content-based and contextualized features in d,,,
TF48CX37,Interdependence in information practices: differences matter when caring for imm,,,
TEWZHIPN,"Ethical, legal and social aspects (ELSA) for AI: an assessment tool for agri-foo",,,
U26A5HPZ,Method and models for sentiment analysis and hidden propaganda finding,,,
U6DX49BV,ChatGPT’s infusion advantage: the moderating role of strategic agility,,,
TD665FGW,Sentiment and time-series analysis of direct-message conversations,,,
UPIUZGNK,BCBA: an IIoT encrypted traffic classifier based on a serial network model,,,
T9BS24VR,DFPulse: the 2024 digital forensic practitioner survey,,,
TZI5UKAR,A methodology for estimating the cost of a digital twin,,,
USPUE6SQ,Driving AI-enabled transformation in small and medium tourism enterprises: the s,,,
URWJ47T8,AI-driven alternative and online dispute resolution in the european union: an an,,,
UJ2F82QB,PVE: a log parsing method based on VAE using embedding vectors,,,
TRR3MG2U,Ensemble filter-wrapper text feature selection methods for text classification,,,
TAB3UHUI,Implementing digital twin for maintenance 4.0 in SMEs: a framework for affordabl,,,
U72GVTXF,BIS-model: an explicit SysML-based modeling and analysis framework for smart bui,,,
U9CK8X8U,Mapping research in the journal of innovation & knowledge to sustainable develop,,,
TP6ZXPUC,Evaluation of clinical practice guideline-derived clinical decision support syst,,,
UJBU5U9N,Digital image encryption algorithm based on double chaotic map and LSTM,,,
X7MICJEQ,AttacKG+: boosting attack graph construction with large language models,,,
X6UUHKHJ,Evaluation of LLM-based chatbots for OSINT-based cyber threat awareness,,,
X7CZCQSJ,DecoyPot: a large language model-driven web API honeypot for realistic attacker,,,
XSQ9Z8P7,Cross-model evaluation of LLMs for generating formal specification of distribute,,,
XUENERCF,"DistilXIDS: efficient, lightweight and explainable transformer-based language mo",,,
XPKFFPFU,“Digital camouflage”: the LLVM challenge in LLM-based malware detection,,,
WNTBXMGP,Securing large language models: a quantitative assurance framework approach,,,
WS4FWV4M,Modeling and executing cyber security exercise scenarios in cyber ranges,,,
XEQXS2BV,Simulation of prompt injection attacks on generative pre-trained transformers mo,,,
XDHIED2Q,A knowledge graphs construction method enhanced by multimodal large language mod,,,
WTAUJ73M,Evaluating large language models for software testing,,,
XVK4NS3I,Safety analysis in the era of large language models: a case study of STPA using,,,
XPEP9SWI,A traffic normalization location attention network for cyber attack detection in,,,
XXDBRPEE,Evolving cybersecurity of AI-featured digital products and services: rise of sta,,,
WQBZCNSC,Blockchain-enabled supply chain resilience: leveraging multimodal large language,,,
XCNSU68Z,Experimental investigation of memory-related software aging in LLM systems,,,
XSZSKDER,HEOD: human-assisted ensemble outlier detection for cybersecurity,,,
XDVHNN6R,Manod: a multi-modal anomaly detection framework for distributed system,,,
X77Q2ERA,"Empowering cybersecurity analysis: unifying CVE, CWE, and CPE through knowledge",,,
