Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
ChatGPT Knows Your Attacks: Synthesizing Attack Trees Using LLMs,Data Science and Artificial Intelligence,,,,10.1007/978-981-99-7969-1_18,Olga GadyatskayaDalia Papuc,2023,https://link.springer.com/chapter/10.1007/978-981-99-7969-1_18,Conference paper
Examining Potential Harms of Large Language Models (LLMs) in Africa,"Safe, Secure, Ethical, Responsible Technologies and Emerging Applications",,,,10.1007/978-3-031-56396-6_1,Rehema BagumaHajarah NamuwayaJoyce Nakatumba-NabendeQazi Mamunur Rashid,2024,https://link.springer.com/chapter/10.1007/978-3-031-56396-6_1,Conference paper
The Implications of AI Algorithms on Cybercrime and Digital Privacy: A Study of ChatGPT and DarkBERT,Cybercrime Unveiled: Technologies for Analysing Legal Complexity,,,,10.1007/978-3-031-80557-8_8,Mohamed Hassan Mekkawi,2025,https://link.springer.com/chapter/10.1007/978-3-031-80557-8_8,Chapter
SMET: Semantic Mapping of&#xa0;CVE to&#xa0;ATT&amp;CK and&#xa0;Its Application to&#xa0;Cybersecurity,Data and Applications Security and Privacy XXXVII,,,,10.1007/978-3-031-37586-6_15,Basel AbdeenEhab Al-ShaerAnoop SinghalLatifur KhanKevin Hamlen,2023,https://link.springer.com/chapter/10.1007/978-3-031-37586-6_15,Conference paper
Artificial intelligence security and privacy: a survey,Science China Information Sciences,,,,10.1007/s11432-025-4388-5,Xinlei HeGuowen XuXingshuo HanQian WangLingchen ZhaoChao ShenChenhao LinZhengyu ZhaoQian LiLe YangShouling JiShaofeng LiHaojin ZhuZhibo WangRui ZhengTianqing ZhuQi LiChaoxiang HeQifan WangHongsheng HuShuo WangShi-Feng SunHongwei YaoZhan QinKai ChenYue ZhaoHongwei LiXinyi HuangDengguo Feng,2025,https://link.springer.com/article/10.1007/s11432-025-4388-5,Article
Research on the Detection and Rephrasing of Toxic Text Based on Large-Scale Pre-training Language Models,Advances in Social Networks Analysis and Mining,,,,10.1007/978-3-031-85386-9_25,Shih-Hung WuTSAI Tsung HsunPing-Hsuan Lee,2025,https://link.springer.com/chapter/10.1007/978-3-031-85386-9_25,Conference paper
Behavioral Computing for Human Factor Security and Safety in Cyberfinance,Human Factor Security and Safety,,,,10.1007/978-981-96-5194-8_8,Cheng Wang,2025,https://link.springer.com/chapter/10.1007/978-981-96-5194-8_8,Chapter
Leveraging Large Language Models for&#xa0;Text-to-SQL with&#xa0;Attention to&#xa0;Data Security,Proceeding of the 2nd International Conference on Machine Intelligence and Emerging Technologies,,,,10.1007/978-981-96-2721-9_25,Jubayer Abdullah JoyZahid AkonPartho Sarathi SarkerMd. Mahadi Hasan ShaonMd. Abdur RazzakShanto RahmanMd. ErfanSadib Hassan Rumman,2025,https://link.springer.com/chapter/10.1007/978-981-96-2721-9_25,Conference paper
An Investigative Study on Anomaly Detection Techniques Utilizing Interactive Language Models,Applications of Computational Intelligence in Management and Mathematics I,,,,10.1007/978-3-031-84517-8_29,K. SatyanarayanaK. Venkatesh,2025,https://link.springer.com/chapter/10.1007/978-3-031-84517-8_29,Conference paper
DRILL: Dual-Reasoning Large Language Models for&#xa0;Phishing Email Detection with&#xa0;Limited Data,Neural Information Processing,,,,10.1007/978-981-96-6966-0_18,Calvin GreenewaldBradley AshmoreChien-Sing PoonLingwei Chen,2025,https://link.springer.com/chapter/10.1007/978-981-96-6966-0_18,Conference paper
AI-powered detection of hate speech against refugees in Turkish social media,Quality & Quantity,,,,10.1007/s11135-025-02463-6,Figen EğinVahide BulutAytuğ Onan,2025,https://link.springer.com/article/10.1007/s11135-025-02463-6,Article
Build Your Security Program for GenAI,Generative AI Security,,,,10.1007/978-3-031-54252-7_4,Ken HuangJohn YeohSean WrightHenry Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_4,Chapter
How AI Meets Networking and Networks Meet AI Applications,Digital Ecosystems: Interconnecting Advanced Networks with AI Applications,,,,10.1007/978-3-031-61221-3_4,Andriy Luntovskyy,2024,https://link.springer.com/chapter/10.1007/978-3-031-61221-3_4,Conference paper
Enhanced security of smart contracts in fog computing: hybrid classifiers and feature selection for improved attack detection for registration and resource access granting,Cluster Computing,,,,10.1007/s10586-025-05454-2,Tahmina EhsanMuhammad Usman SanaAlvena EhsanMustabeen AzizTahir KhurshaidNagwan Abdel SameeImran Ashraf,2025,https://link.springer.com/article/10.1007/s10586-025-05454-2,Article
The impact of advanced AI systems on democracy,Nature Human Behaviour,,,,10.1038/s41562-025-02309-z,Christopher SummerfieldLisa P. ArgyleMichiel BakkerTeddy CollinsEsin DurmusTyna EloundouIason GabrielDeep GanguliKobi HackenburgGillian K. HadfieldLuke HewittSaffron HuangHélène LandemoreNahema MarchalAviv OvadyaAriel ProcacciaMathias RisseBruce SchneierElizabeth SegerDivya SiddarthHenrik Skaug SætraMichael Henry TesslerMatthew Botvinick,2025,https://link.springer.com/article/10.1038/s41562-025-02309-z,Article
Optimizing Biomedical Text Processing: A Comparative Analysis of Tokenization Methods and Context-Aware Representation Learning,Advanced Data Mining and Applications,,,,10.1007/978-981-95-3456-2_11,Wenran Xie,2026,https://link.springer.com/chapter/10.1007/978-981-95-3456-2_11,Conference paper
LSF-IDM: Deep learning-based lightweight semantic fusion intrusion detection model for automotive,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-024-01679-x,Pengzhou ChengLei HuaHaobin JiangGongshen Liu,2024,https://link.springer.com/article/10.1007/s12083-024-01679-x,Article
Foundations of Industrial Intelligence,Industrial Intelligence: Methods and Applications,,,,10.1007/978-3-031-81477-8_2,Tianyuan LiuJinsong BaoYu ZhengYuqian Lu,2025,https://link.springer.com/chapter/10.1007/978-3-031-81477-8_2,Chapter
Demystifying ChatGPT: An In-depth Survey of OpenAI’s Robust Large Language Models,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10115-5,Pronaya BhattacharyaVivek Kumar PrasadAshwin VermaDeepak GuptaAssadaporn SapsomboonWattana ViriyasitavatGaurav Dhiman,2024,https://link.springer.com/article/10.1007/s11831-024-10115-5,Article
Pre-trained language model-enhanced conditional generative adversarial networks for intrusion detection,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-023-01595-6,Fang LiHang ShenJieai MaiTianjing WangYuanfei DaiXiaodong Miao,2023,https://link.springer.com/article/10.1007/s12083-023-01595-6,Article
Pentests und künstliche Intelligenz,Penetrationstests erfolgreich umsetzen,,,,10.1007/978-3-658-47262-7_8,Martin Przewloka,2025,https://link.springer.com/chapter/10.1007/978-3-658-47262-7_8,Chapter
Security practices in AI development,AI & SOCIETY,,,,10.1007/s00146-025-02247-4,Petr SpeldaVit Stritecky,2025,https://link.springer.com/article/10.1007/s00146-025-02247-4,Article
Securing local LLMs for academic research: a human-system integration analysis and evolution of TAUCHI-GPT,Human-Intelligent Systems Integration,,,,10.1007/s42454-025-00085-9,Ahmed FarooqDevbrat AnuragiZhenxing LiMounia ZiatJeremy CooperstockRoope Raisamo,2025,https://link.springer.com/article/10.1007/s42454-025-00085-9,Article
Detecting Manipulated Digital Entities Through Real-World Anchors,Advanced Information Networking and Applications,,,,10.1007/978-3-031-87784-1_41,Ronghua XuXinyun LiuDeeraj NagothuQian QuYu Chen,2025,https://link.springer.com/chapter/10.1007/978-3-031-87784-1_41,Conference paper
A combined feature selection approach for malicious email detection based on a comprehensive email dataset,Cybersecurity,,,,10.1186/s42400-024-00309-6,Han ZhangYong ShiMing LiuLibo ChenSongyang WuZhi Xue,2025,https://link.springer.com/article/10.1186/s42400-024-00309-6,Article
Encoder-Based Multimodal Ensemble Learning for&#xa0;High Compatibility and&#xa0;Accuracy in&#xa0;Phishing Website Detection,Security and Privacy in Communication Networks,,,,10.1007/978-3-031-94455-0_16,Jemin AhnDorian AkhavanWoohwan JungKyungtae KangJunggab Son,2026,https://link.springer.com/chapter/10.1007/978-3-031-94455-0_16,Conference paper
Pre-trained Language Models for&#xa0;Alert Aggregation: Limitations and&#xa0;Opportunities,Information Security and Cryptology – ICISC 2024,,,,10.1007/978-981-96-5566-3_22,Wenwu XuPengyi WuPeng WangGuoQiao ZhouLidong Zhai,2025,https://link.springer.com/chapter/10.1007/978-981-96-5566-3_22,Conference paper
Artificial Intelligence: A Dangerous Obsession?,Data-Centric Business and Applications,,,,10.1007/978-3-031-95068-1_6,Juliana VassilevaRoger Tsafack Nanfosso,2025,https://link.springer.com/chapter/10.1007/978-3-031-95068-1_6,Chapter
Steganography beyond space-time with chain of multimodal AI,Scientific Reports,,,,10.1038/s41598-025-97238-2,Ching-Chun ChangIsao Echizen,2025,https://link.springer.com/article/10.1038/s41598-025-97238-2,Article
LOMOS: An AI-Based Runtime Security Monitoring System Fit for the Cloud Continuum,Euro-Par 2024: Parallel Processing Workshops,,,,10.1007/978-3-031-90203-1_1,Joao Pita CostaHrvoje RatkajecDaniel VladušičTomaž MartinčičAleš ČernivecJustin ČinkeljRosalia DaviSimone FavrinLorenzo GorzaGilda di Marco,2025,https://link.springer.com/chapter/10.1007/978-3-031-90203-1_1,Conference paper
VulPrompt: Prompt-Based Vulnerability Detection Using Few-Shot Graph Learning,Data and Applications Security and Privacy XXXVIII,,,,10.1007/978-3-031-65172-4_14,Saquib IrtizaXiaodi LiMahmoud ZamaniLatifur KhanKevin W. Hamlen,2024,https://link.springer.com/chapter/10.1007/978-3-031-65172-4_14,Conference paper
"Toward sustainable smart cities: applications, challenges, and future directions",International Journal of Data Science and Analytics,,,,10.1007/s41060-025-00856-2,Amin UllahSaddam Hussain KhanIrfan UllahTariq MahmoodSamra NawazishZafar AliAmjad Rehman,2025,https://link.springer.com/article/10.1007/s41060-025-00856-2,Article
Research topic detection in scientific articles using a hybrid BERT integrated telescopic vector tree model with emperor penguin enhanced NSGA II optimization,Scientific Reports,,,,10.1038/s41598-025-21145-9,Keerthi KrishnanK. S. Easwarakumar,2025,https://link.springer.com/article/10.1038/s41598-025-21145-9,Article
A survey on privacy risks and protection in large language models,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00177-1,Kang ChenXiuze ZhouYuanguo LinShibo FengLi ShenPengcheng Wu,2025,https://link.springer.com/article/10.1007/s44443-025-00177-1,Article
A novel method for intelligent operation and maintenance of transformers using deep visual large model DETR + X and digital twin,Scientific Reports,,,,10.1038/s41598-024-83561-7,Xuedong ZhangWenlei SunKe ChenShijie Song,2025,https://link.springer.com/article/10.1038/s41598-024-83561-7,Article
Large language models in biomedicine and healthcare,npj Artificial Intelligence,,,,10.1038/s44387-025-00047-1,Juexiao ZhouHaoyang LiSiyuan ChenZhangtianyi ChenZhongyi HanXin Gao,2025,https://www.nature.com/articles/s44387-025-00047-1,Article
Physical Asset Virtualization Framework to Support Cognitive Digital Twins,Networking Data Integrity and Manipulation in Cyber-Physical and Communication Systems,,,,10.1007/978-3-031-83149-2_10,Rolando Herrero,2025,https://link.springer.com/chapter/10.1007/978-3-031-83149-2_10,Chapter
Knowledge Mining in&#xa0;Cybersecurity: From Attack to&#xa0;Defense,Data and Applications Security and Privacy XXXVI,,,,10.1007/978-3-031-10684-2_7,Khandakar Ashrafi AkbarSadaf Md HalimYibo HuAnoop SinghalLatifur KhanBhavani Thuraisingham,2022,https://link.springer.com/chapter/10.1007/978-3-031-10684-2_7,Conference paper
Advanced AI and big data techniques in E-finance: a comprehensive survey,Discover Artificial Intelligence,,,,10.1007/s44163-025-00365-y,Rihab NajemAyoub BahnasseMeryem Fakhouri AmrMohamed Talea,2025,https://link.springer.com/article/10.1007/s44163-025-00365-y,Article
Inference of access policies through static analysis,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00777-8,Giacomo ZanattaGianluca CaiazzaPietro FerraraLuca Negrini,2024,https://link.springer.com/article/10.1007/s10009-024-00777-8,Article
A Novel Webpage HiddenLink Detection Method Using BERT and Ternary Decision Approach,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9243-0_41,Qian ShaoJiayin LiuJingwen FangWei XiongLingling Xia,2024,https://link.springer.com/chapter/10.1007/978-981-99-9243-0_41,Conference paper
LCA-PRCA: Lowest Common Ancestor Embedding for Provenance-Based Intrusion Detection,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9958-2_9,Canhua ChenXiaoyu WangBaihang LiuYingchang JiangYaqin CaoYuling LiuQixu Liu,2025,https://link.springer.com/chapter/10.1007/978-981-96-9958-2_9,Conference paper
Navigating the GenAI Security Landscape,Generative AI Security,,,,10.1007/978-3-031-54252-7_2,Ken HuangJyoti PonnapalliJeff TantsuraKevin T. Shin,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_2,Chapter
Automatic Extraction and&#xa0;Formalization of&#xa0;Temporal Requirements from&#xa0;Text: A Survey,"Enterprise Design, Operations, and Computing",,,,10.1007/978-3-031-78338-8_14,Marisol BarrientosKarolin WinterStefanie Rinderle-Ma,2025,https://link.springer.com/chapter/10.1007/978-3-031-78338-8_14,Conference paper
Securing Multi-Modal Agentic AI Systems,Securing AI Agents,,,,10.1007/978-3-032-02130-4_9,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_9,Chapter
"A survey on large language models unlearning: taxonomy, evaluations, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11376-7,Uyen N. Le-KhacVinh N. X. Truong,2025,https://link.springer.com/article/10.1007/s10462-025-11376-7,Article
Can large language models effectively process and execute financial trading instructions?,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2500285,Yu KangXin YangGe WangYuda WangZhanyu WangMingwen Liu,2025,https://link.springer.com/article/10.1631/FITEE.2500285,Article
Mirroring Privacy Risks with Digital Twins: When Pieces of Personal Data Suddenly Fit Together,SN Computer Science,,,,10.1007/s42979-024-03413-z,Frederik Simon BäumerSergej SchultenkämperMichaela GeierhosYeong Su Lee,2024,https://link.springer.com/article/10.1007/s42979-024-03413-z,Article
Focal points and blind spots of human-centered AI: AI risks in written online media,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04814-y,Marcell Sebestyén,2025,https://link.springer.com/article/10.1057/s41599-025-04814-y,Article
Foundations of&#xa0;LLMs and&#xa0;Financial Applications,Finance and Large Language Models,,,,10.1007/978-981-96-5833-6_4,Yoonseo ChungJeonghyun KimMiYeon KimMinsuh JooHyunsoo Cho,2025,https://link.springer.com/chapter/10.1007/978-981-96-5833-6_4,Chapter
Introduction to health care data analytics- an overview,Discover Health Systems,,,,10.1007/s44250-025-00291-x,Amanuel WorkuFetlework Gubena ArageFentahun Bikale Kebede,2025,https://link.springer.com/article/10.1007/s44250-025-00291-x,Article
"Imbalance class problem : an analytical mapping using spreadsheet, VOSviewer, and large language models",Knowledge and Information Systems,,,,10.1007/s10115-025-02565-5,Reema LalitKapil Gupta,2025,https://link.springer.com/article/10.1007/s10115-025-02565-5,Article
"Smart Energy Management System Using IoT, Blockchain, and AI",Next-Generation Green Energy Technologies for Sustainable Development,,,,10.1007/978-981-95-0441-1_27,Debani Prasad MishraRupsa PramanikArpita BhalLicky MishraNidan GuptaSurender Reddy Salkuti,2025,https://link.springer.com/chapter/10.1007/978-981-95-0441-1_27,Chapter
"Industrial applications of generative artificial intelligence: transformations in processes, design, and production",Discover Artificial Intelligence,,,,10.1007/s44163-025-00557-6,Alejandro Valencia-AriasPaula Andrea Rodríguez-CorreaJesus Alberto Jimenez-GarciaJackeline ValenciaAda GallegosSebastián Cardona-AcevedoMartha Luz Benjumea-Arias,2025,https://link.springer.com/article/10.1007/s44163-025-00557-6,Article
Ethical Considerations in Patient Privacy and Data Handling for AI in Cardiovascular Imaging and Radiology,Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-025-01656-7,Saba MehrtabarAhmed MareyAnushka DesaiAbdelrahman  M. SaadVishal  DesaiJulian GoñiBasudha  PalMuhammad Umair,2025,https://link.springer.com/article/10.1007/s10278-025-01656-7,Article
SmartGridAgent: An Educational Framework for Reliable Digital Twin-Based Smart Grid Workforce Training with Locally Hosted LLMs,Smart Grids and Sustainable Energy,,,,10.1007/s40866-025-00274-0,Ali ImanifardBabak MajidiAbdolah Shamisa,2025,https://link.springer.com/article/10.1007/s40866-025-00274-0,Article
IMPRESSIVE: An AI Enterprise Model and&#xa0;Maturity Assessment Framework for&#xa0;Intelligent Transformation,Cognitive Computing - ICCC 2025,,,,10.1007/978-3-032-06310-6_4,Jiawei DangHuan ChenSheng HeHongbo HuangLiang-Jie Zhang,2026,https://link.springer.com/chapter/10.1007/978-3-032-06310-6_4,Conference paper
Findings,Deep Learning in Textual Low-Data Regimes for Cybersecurity,,,,10.1007/978-3-658-48778-2_3,Markus Bayer,2025,https://link.springer.com/chapter/10.1007/978-3-658-48778-2_3,Chapter
Invisible Threats: Rethinking Privacy in&#xa0;Digital Healthcare,Computational Science and Its Applications – ICCSA 2025 Workshops,,,,10.1007/978-3-031-97645-2_18,Parinaz TabariMattia De RosaGennaro CostagliolaVittorio Fuccella,2026,https://link.springer.com/chapter/10.1007/978-3-031-97645-2_18,Conference paper
Enhancing Accuracy and&#xa0;Explainability in&#xa0;Anomaly Classification with&#xa0;Large Language Models,"Advances in Explainability, Agents, and Large Language Models",,,,10.1007/978-3-031-89103-8_7,Roberto Santana,2025,https://link.springer.com/chapter/10.1007/978-3-031-89103-8_7,Conference paper
Academia and Generative Artificial Intelligence (GenAI) SWOT Analysis - Higher Education Policy Implications,"Transfer, Diffusion and Adoption of Next-Generation Digital Technologies",,,,10.1007/978-3-031-50192-0_1,Tegwen MalikSandra DettmerLaurie HughesYogesh K. Dwivedi,2024,https://link.springer.com/chapter/10.1007/978-3-031-50192-0_1,Conference paper
The Convergence of Artificial Intelligence and Cryptocurrency,The Palgrave Handbook of fintech in Africa and Middle East,,,,10.1007/978-981-96-6143-5_35,Alvin Chan Kok ChuenAbdul Karim Mohamed YusoffHeather C. Webb,2025,https://link.springer.com/rwe/10.1007/978-981-96-6143-5_35,Reference work entry
The Convergence of Artificial Intelligence and Cryptocurrency,The Palgrave Handbook of FinTech in Africa and Middle East,,,,10.1007/978-981-97-1998-3_35-1,Alvin Chan Kok ChuenAbdul Karim Mohamed YusoffHeather Webb,2025,https://link.springer.com/rwe/10.1007/978-981-97-1998-3_35-1,Living reference work entry
LLMs Red Teaming,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_24,Dragos Ruiu,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_24,Chapter
Email Classification of Text Data Using Machine Learning and Natural Language Processing Technique,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-031-81455-6_13,Oluwaseyi IjogunHayden WimmerCarl Rebman,2025,https://link.springer.com/chapter/10.1007/978-3-031-81455-6_13,Conference paper
Marine Goal Optimizer Tuned Deep BiLSTM-Based Self-Configuring Intrusion Detection in Cloud,Journal of Grid Computing,,,,10.1007/s10723-023-09728-0,Sanchika Abhay BajpaiArchana B. Patankar,2024,https://link.springer.com/article/10.1007/s10723-023-09728-0,Article
Structured Knowledge Extraction for&#xa0;Digital Twins: Leveraging LLMs to&#xa0;Analyze Tweets,Innovations for Community Services,,,,10.1007/978-3-031-60433-1_10,Sergej SchultenkämperFrederik Simon Bäumer,2024,https://link.springer.com/chapter/10.1007/978-3-031-60433-1_10,Conference paper
Identifying Cyberbullying Roles in&#xa0;Social Media,Social Networks Analysis and Mining,,,,10.1007/978-3-031-78548-1_26,Manuel SandovalMohammed AbuhamadPatrick FurmanMujtaba NazariDeborah L. HallYasin N. Silva,2025,https://link.springer.com/chapter/10.1007/978-3-031-78548-1_26,Conference paper
"Adversarial attacks and defenses for large language models (LLMs): methods, frameworks &amp; challenges",International Journal of Multimedia Information Retrieval,,,,10.1007/s13735-024-00334-8,Pranjal Kumar,2024,https://link.springer.com/article/10.1007/s13735-024-00334-8,Article
Fundamentals of Generative AI,Generative AI for Photonic Sensing,,,,10.1007/978-981-95-1561-5_2,Krishna Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-95-1561-5_2,Chapter
Leveraging hybrid deep learning with starfish optimization algorithm based secure mechanism for intelligent edge computing in smart cities environment,Scientific Reports,,,,10.1038/s41598-025-11608-4,Amal K. AlkhalifaMohammed AljebreenRakan AlanaziNazir AhmadOthman AlrusainiNojood O. AljehaneAli AlqazzazHassan Alkhiri,2025,https://link.springer.com/article/10.1038/s41598-025-11608-4,Article
Leveraging multi-agent framework for root cause analysis,Complex & Intelligent Systems,,,,10.1007/s40747-025-02096-0,Feng FuHong DingYong QinJian YuDechao Xu,2025,https://link.springer.com/article/10.1007/s40747-025-02096-0,Article
Detection of Artificial Profiles on Social Media Platforms Using Machine Learning and Natural Language Processing,"Advanced Technologies in Electronics, Communications and Signal Processing",,,,10.1007/978-3-031-94283-9_15,D. HemalathaGaddam RishithaSai Surya SiddhardhaPothanaboyina Dimple PraharshaYedla Praveen,2026,https://link.springer.com/chapter/10.1007/978-3-031-94283-9_15,Conference paper
Domain-constrained synthesis of inconsistent key aspects in textual vulnerability descriptions,Automated Software Engineering,,,,10.1007/s10515-025-00582-w,Linyi HanShidong PanZhenchang XingSofonias YitagesuXiaowang ZhangZhiyong FengJiamou SunQing Huang,2025,https://link.springer.com/article/10.1007/s10515-025-00582-w,Article
AI Agents in Banking,Agentic AI,,,,10.1007/978-3-031-90026-6_8,Ken HuangDaniel WuJyoti PonnapalliGrace Huang,2025,https://link.springer.com/chapter/10.1007/978-3-031-90026-6_8,Chapter
"Overview of AI and communication for 6G network: fundamentals, challenges, and future research opportunities",Science China Information Sciences,,,,10.1007/s11432-024-4337-1,Qimei CuiXiaohu YouNi WeiGuoshun NanXuefei ZhangJianhua ZhangXinchen LyuMing AiXiaofeng TaoZhiyong FengPing ZhangQingqing WuMeixia TaoYongming HuangChongwen HuangGuangyi LiuChenghui PengZhiwen PanTao SunDusit NiyatoTao ChenMuhammad Khurram KhanAbbas JamalipourMohsen GuizaniChau Yuen,2025,https://link.springer.com/article/10.1007/s11432-024-4337-1,Article
A Review of&#xa0;Deep Packet Inspection for&#xa0;Network Security: From Traditional Techniques to&#xa0;Machine Learning Integration,"Availability, Reliability and Security",,,,10.1007/978-3-032-00639-4_11,Teerath KumarSusan LeavyPatrick EustaceEdward CurryMamoona Naveed Asghar,2025,https://link.springer.com/chapter/10.1007/978-3-032-00639-4_11,Conference paper
Unlabeled learning algorithms and operations: overview and future trends in defense sector,Artificial Intelligence Review,,,,10.1007/s10462-023-10692-0,Eduardo e OliveiraMarco RodriguesJoão Paulo PereiraAntónio M. LopesIvana Ilic MestricSandro Bjelogrlic,2024,https://link.springer.com/article/10.1007/s10462-023-10692-0,Article
Against Credential Thief - A Modular Honeytoken Based Framework,Computational and Experimental Simulations in Engineering,,,,10.1007/978-3-031-68775-4_44,Bohang NieQingfeng Tan,2024,https://link.springer.com/chapter/10.1007/978-3-031-68775-4_44,Conference paper
A Survey on Writing Style Change Detection: Current Literature and Future Directions,Machine Intelligence Research,,,,10.1007/s11633-025-1544-6,Ahmad HashemiWei Shi,2025,https://link.springer.com/article/10.1007/s11633-025-1544-6,Article
HeteroMalGAT: A Heterogeneous Graph Attention Network Framework for&#xa0;Android Malware Detection via&#xa0;Knowledge Graph Representations,Future Data and Security Engineering,,,,10.1007/978-981-95-4724-1_10,Quang-Vinh Dang,2026,https://link.springer.com/chapter/10.1007/978-981-95-4724-1_10,Conference paper
Ethical Guardrails for “Dependable Enterprise AI”,AI Governance Handbook,,,,10.1007/978-3-031-89266-0_5,Sunil GregoryAnindya Sircar,2025,https://link.springer.com/chapter/10.1007/978-3-031-89266-0_5,Chapter
Word-embedding approach for unknown attributes in access control model,Discover Artificial Intelligence,,,,10.1007/s44163-025-00551-y,Thanh Duc BuiBrajendra Panda,2025,https://link.springer.com/article/10.1007/s44163-025-00551-y,Article
Transforming Banking: The Next Frontier,Generative AI in Banking Financial Services and Insurance,,,,10.1007/979-8-8688-0559-2_4,Anshul SaxenaShalaka VermaJayant Mahajan,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0559-2_4,Chapter
Ransomware Taxonomy and Detection Techniques Based on Machine Learning: A Review,Advanced Communication and Intelligent Systems,,,,10.1007/978-3-031-45124-9_11,Akram Al-banaaSubrata SahanaJabir AliSanjoy Das,2023,https://link.springer.com/chapter/10.1007/978-3-031-45124-9_11,Conference paper
Cybersecurity Applications in Software: Data-Driven Software Vulnerability Assessment and Management,Emerging Trends in Cybersecurity Applications,,,,10.1007/978-3-031-09640-2_17,Jiao YinMingJian TangJinli CaoMingshan YouHua Wang,2023,https://link.springer.com/chapter/10.1007/978-3-031-09640-2_17,Chapter
Cacography based Ransomware Email Phishing Attack Prevention using Language Pack Tuned Transformer Language Model,Scientific Reports,,,,10.1038/s41598-025-06530-8,S. AbiramasundariV. Ramaswamy,2025,https://link.springer.com/article/10.1038/s41598-025-06530-8,Article
A hybrid rule-based NLP and machine learning approach for PII detection and anonymization in financial documents,Scientific Reports,,,,10.1038/s41598-025-04971-9,Kushagra MishraHarsh PagareKanhaiya Sharma,2025,https://link.springer.com/article/10.1038/s41598-025-04971-9,Article
Machine learning-based social media bot detection: a comprehensive literature review,Social Network Analysis and Mining,,,,10.1007/s13278-022-01020-5,Malak AljabriRachid ZagroubaAfrah ShaahidFatima AlnasserAsalah SalehDorieh M. Alomari,2023,https://link.springer.com/article/10.1007/s13278-022-01020-5,Article
XCOP: An Integrated Solution for Emergency Management During Incidents in Critical Infrastructures,Extended Reality,,,,10.1007/978-3-031-97772-5_8,Fabio De FeliceAnna Rosa CannitoPietro NovielloPaolo Secondo Crosta,2026,https://link.springer.com/chapter/10.1007/978-3-031-97772-5_8,Conference paper
Leveraging Fine-Tuned Large Language Models for Device Fingerprint Extraction in IoT Security,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9872-1_23,Haoyu BinGaosheng WangYimo RenYubo LiZhi LiHongsong Zhu,2025,https://link.springer.com/chapter/10.1007/978-981-96-9872-1_23,Conference paper
Latest Achievements on the Application of AI in Stem Education,"New Technologies, Development and Application VIII",,,,10.1007/978-3-031-95200-5_33,Amra Bratovcic,2025,https://link.springer.com/chapter/10.1007/978-3-031-95200-5_33,Conference paper
Securing social spaces: machine learning techniques for fake profile detection on instagram,Social Network Analysis and Mining,,,,10.1007/s13278-024-01399-3,Bharti GoyalNasib Singh GillPreeti Gulia,2024,https://link.springer.com/article/10.1007/s13278-024-01399-3,Article
Role of Artificial Intelligence and Machine Learning,Digital Resilience: Navigating Disruption and Safeguarding Data Privacy,,,,10.1007/978-3-031-53290-0_6,Shishir Kumar ShandilyaAgni DattaYash KartikAtulya Nagar,2024,https://link.springer.com/chapter/10.1007/978-3-031-53290-0_6,Chapter
A collective AI via lifelong learning and sharing at the edge,Nature Machine Intelligence,,,,10.1038/s42256-024-00800-2,Andrea SoltoggioEseoghene Ben-IwhiwhuVladimir BravermanEric EatonBenjamin EpsteinYunhao GeLucy HalperinJonathan HowLaurent IttiMichael A. JacobsPavan KantharajuLong LeSteven LeeXinran LiuSildomar T. MonteiroDavid MuslinerSaptarshi NathPriyadarshini PandaChristos PeridisHamed PirsiavashVishwa ParekhKaushik RoyShahaf ShperbergHava T. SiegelmannPeter StoneKyle VedderJingfeng WuLin YangGuangyao ZhengSoheil Kolouri,2024,https://link.springer.com/article/10.1038/s42256-024-00800-2,Article
PhishCoder: Efficient Extraction of&#xa0;Contextual Information from&#xa0;Phishing Emails,Computer Security. ESORICS 2024 International Workshops,,,,10.1007/978-3-031-82362-6_9,Tarini SakaKami VanieaNadin Kökciyan,2025,https://link.springer.com/chapter/10.1007/978-3-031-82362-6_9,Conference paper
